Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
2134,Columbia University,1.2,Bachelors,Los Angeles,N/A,1,0,0,4,Senior SWE,3/13,3/18,Senior SWE,2/17,5/17,Bus Driver,12/13,12/22
2135,Columbia University,2.000000000000001,Bachelors,Chicago,F,1,1,0,0,Bus Driver,12/20,1/21,ML Engineer,11/21,12/21,N/A,N/A,N/A
2136,Providence College,2.700000000000001,Bachelors,Los Angeles,N/A,1,0,N/A,0,Senior SWE,9/12,N/A,Senior SWE,8/11,8/13,N/A,N/A,N/A
2137,SUNY New Paltz,3.400000000000002,Bachelors,Detroit,F,1,1,1,1,Chef,8/14,9/14,Data scientist,2/14,2/22,ML Engineer,9/22,11/22
2138,SUNY New Paltz,3.1000000000000014,Masters,Miami,N/A,0,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2139,Bentley University,3.6000000000000023,Masters,Washington D.C.,M,1,0,N/A,4,Lawyer,2/15,2/17,Bus Driver,12/18,12/21,Chef,8/18,8/21
2140,Brown University,2.3000000000000007,Phd,Miami,M,N/A,0,1,3,Junior SWE,9/11,9/12,Chef,11/22,12/22,Bus Driver,4/12,4/16
2141,SUNY New Paltz,1.4000000000000001,Bachelors,Miami,F,1,0,1,2,Senior SWE,9/17,9/22,Junior SWE,11/21,11/22,Data scientist,8/23,11/23
2142,Brown University,3.700000000000002,Phd,Detroit,F,1,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2143,SUNY Binghamton University,2.200000000000001,Bachelors,Detroit,N/A,N/A,1,1,1,Senior SWE,6/10,6/15,Chef,5/12,5/17,Data scientist,9/19,9/22
2144,Rhode Island School of Design,2.500000000000001,Bachelors,Washington D.C.,F,1,0,N/A,2,Bus Driver,1/22,7/22,Junior SWE,11/23,12/23,N/A,N/A,N/A
2145,Colgate University,2.9000000000000012,Phd,Boston,F,0,1,0,4,Senior SWE,10/14,10/15,ML Engineer,4/13,8/13,Chef,6/11,6/12
2146,Brown University,3.5000000000000018,Bachelors,Chicago,F,0,0,0,0,Bus Driver,11/22,12/22,Bus Driver,10/14,10/17,Data scientist,9/16,9/18
2147,Providence College,2.500000000000001,Phd,New York City,M,1,0,1,1,ML Engineer,2/14,2/15,N/A,N/A,N/A,N/A,N/A,N/A
2148,Bentley University,3.0000000000000018,Bachelors,Miami,N/A,1,1,0,4,Chef,11/15,11/21,Senior SWE,4/20,4/21,N/A,N/A,N/A
2149,Providence College,2.3000000000000007,Phd,Los Angeles,N/A,0,1,0,4,Lawyer,12/23,1/24,N/A,N/A,N/A,N/A,N/A,N/A
2150,Brown University,4.000000000000003,Phd,New York City,F,N/A,1,1,0,Lawyer,6/12,6/18,Senior SWE,2/19,2/20,Junior SWE,8/16,8/20
2151,Colgate University,3.200000000000002,Phd,Miami,N/A,N/A,1,N/A,3,Bus Driver,6/18,6/21,Lawyer,7/21,9/21,Junior SWE,6/15,6/20
2152,Providence College,2.9000000000000012,Phd,Detroit,N/A,1,0,1,1,Senior SWE,3/19,7/19,N/A,N/A,N/A,N/A,N/A,N/A
2153,SUNY New Paltz,4.000000000000003,Phd,Los Angeles,M,1,1,N/A,4,Chef,6/15,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2154,Providence College,3.900000000000002,Masters,New York City,F,N/A,0,N/A,3,Bus Driver,8/20,8/22,Data scientist,5/20,5/21,Lawyer,2/15,2/18
2155,Brown University,3.3000000000000016,Masters,Boston,N/A,N/A,0,N/A,2,Senior SWE,8/10,8/14,Senior SWE,2/22,4/22,Chef,11/11,12/11
2156,Bentley University,2.200000000000001,Bachelors,Washington D.C.,N/A,1,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2157,Brown University,1.9000000000000006,Masters,Los Angeles,F,N/A,1,0,4,Bus Driver,11/20,11/21,Bus Driver,7/13,7/17,Junior SWE,2/10,2/21
2158,Columbia University,2.200000000000001,Phd,Detroit,N/A,N/A,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2159,Brown University,1.6000000000000003,Masters,Washington D.C.,M,1,1,1,3,Senior SWE,9/10,9/18,Lawyer,4/18,4/19,Lawyer,11/18,11/22
2160,Colgate University,3.200000000000002,Phd,Detroit,F,0,1,0,4,Senior SWE,6/16,6/22,Chef,11/20,11/21,Chef,10/22,11/22
2161,Rhode Island School of Design,1.7000000000000004,Masters,Detroit,F,1,0,N/A,4,Junior SWE,1/19,1/21,ML Engineer,10/15,10/18,ML Engineer,8/20,8/22
2162,Colgate University,1.5000000000000002,Bachelors,Los Angeles,M,N/A,1,N/A,4,ML Engineer,6/15,6/18,ML Engineer,9/13,9/14,N/A,N/A,N/A
2163,SUNY Binghamton University,1.4000000000000001,Masters,Miami,M,1,0,0,0,Bus Driver,10/21,11/21,Junior SWE,12/10,12/20,Data scientist,5/16,9/16
2164,SUNY New Paltz,3.700000000000002,Masters,New York City,F,N/A,0,0,3,Senior SWE,8/22,N/A,Bus Driver,8/20,11/20,ML Engineer,6/14,6/19
2165,Brown University,3.400000000000002,Phd,Providence,M,0,0,N/A,2,ML Engineer,6/23,10/23,Lawyer,2/21,10/21,Senior SWE,6/17,6/18
2166,Rhode Island School of Design,1.4000000000000001,Phd,Washington D.C.,F,1,1,1,1,Lawyer,3/21,3/22,N/A,N/A,N/A,N/A,N/A,N/A
2167,Colgate University,1.3,Masters,Boston,N/A,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2168,Bentley University,2.9000000000000012,Masters,Providence,M,0,0,N/A,4,Data scientist,2/23,11/23,N/A,N/A,N/A,N/A,N/A,N/A
2169,Columbia University,2.8000000000000016,Phd,New York City,M,1,0,1,3,Chef,12/18,12/21,Chef,7/11,7/17,Chef,8/20,11/20
2170,Brown University,3.700000000000002,Phd,Boston,N/A,N/A,1,1,4,Bus Driver,2/22,5/22,Senior SWE,4/23,8/23,Bus Driver,6/20,6/21
2171,Bentley University,3.700000000000002,Masters,Detroit,N/A,1,0,N/A,0,Bus Driver,6/14,6/15,Bus Driver,1/16,12/16,ML Engineer,6/22,7/22
2172,Brown University,1.4000000000000001,Masters,Detroit,N/A,1,1,1,0,Bus Driver,10/18,10/19,Senior SWE,1/15,1/16,Lawyer,8/10,8/14
2173,Columbia University,2.700000000000001,Masters,Chicago,F,0,1,1,0,Chef,2/17,2/22,Chef,1/20,1/22,Lawyer,3/10,7/10
2174,Brown University,1.7000000000000004,Phd,Chicago,F,N/A,1,0,2,Junior SWE,5/12,5/19,Lawyer,12/20,12/22,ML Engineer,8/17,8/19
2175,SUNY New Paltz,3.700000000000002,Masters,Boston,N/A,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2176,Providence College,3.1000000000000014,Phd,Chicago,M,0,0,N/A,4,Data scientist,7/14,7/17,Junior SWE,8/21,10/21,Chef,7/10,7/18
2177,Colgate University,3.900000000000002,Masters,Miami,N/A,1,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2178,Brown University,2.9000000000000012,Masters,Detroit,M,0,0,1,4,Bus Driver,12/17,12/21,Data scientist,9/14,10/14,Lawyer,11/23,12/23
2179,Providence College,2.1000000000000005,Masters,Detroit,M,1,1,N/A,1,ML Engineer,9/19,9/21,Data scientist,12/10,12/22,N/A,N/A,N/A
2180,Brown University,2.200000000000001,Phd,Los Angeles,N/A,N/A,1,1,2,Chef,3/22,N/A,Data scientist,11/23,12/23,Junior SWE,4/13,4/22
2181,Colgate University,3.200000000000002,Bachelors,Los Angeles,N/A,N/A,1,N/A,3,Senior SWE,7/16,7/19,Lawyer,10/18,10/22,Lawyer,3/16,3/18
2182,Rhode Island School of Design,2.1000000000000005,Masters,Providence,N/A,N/A,1,0,1,Chef,8/19,8/20,Senior SWE,7/19,7/22,Lawyer,8/12,9/12
2183,Bentley University,3.1000000000000014,Masters,Chicago,F,1,0,1,4,ML Engineer,9/16,10/16,Senior SWE,7/14,7/15,N/A,N/A,N/A
2184,Bentley University,2.000000000000001,Bachelors,New York City,M,1,1,1,0,Junior SWE,10/11,11/11,Junior SWE,6/13,6/16,Junior SWE,7/22,11/22
2185,Bentley University,2.8000000000000016,Phd,Los Angeles,F,0,0,N/A,1,Lawyer,11/20,N/A,ML Engineer,1/19,1/20,N/A,N/A,N/A
2186,Columbia University,3.5000000000000018,Masters,Providence,M,1,1,N/A,3,ML Engineer,7/21,7/22,Lawyer,6/22,10/22,ML Engineer,1/18,1/21
2187,Columbia University,3.200000000000002,Bachelors,Detroit,N/A,N/A,1,N/A,3,Junior SWE,5/19,5/20,Junior SWE,8/15,12/15,Bus Driver,9/17,9/19
2188,Colgate University,3.900000000000002,Bachelors,Boston,F,1,1,N/A,1,Lawyer,12/14,12/17,N/A,N/A,N/A,N/A,N/A,N/A
2189,Colgate University,3.700000000000002,Phd,Washington D.C.,F,N/A,0,1,1,Data scientist,9/12,9/22,ML Engineer,11/18,11/20,Senior SWE,7/10,7/22
2190,Providence College,1.7000000000000004,Bachelors,New York City,F,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2191,Bentley University,4.000000000000003,Bachelors,Miami,M,1,1,N/A,0,Junior SWE,6/14,6/22,Senior SWE,12/22,1/23,Chef,7/23,8/23
2192,SUNY Binghamton University,2.200000000000001,Masters,New York City,M,1,1,1,4,Chef,2/14,3/14,Chef,11/16,11/22,Lawyer,11/23,12/23
2193,SUNY Binghamton University,3.200000000000002,Bachelors,New York City,F,N/A,1,1,4,Bus Driver,3/22,10/22,Senior SWE,9/12,9/18,N/A,N/A,N/A
2194,Brown University,1.9000000000000006,Masters,Providence,M,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2195,Columbia University,1.5000000000000002,Bachelors,New York City,N/A,N/A,1,1,2,Chef,3/10,3/22,Chef,9/20,9/22,Data scientist,5/17,8/17
2196,Columbia University,2.9000000000000012,Masters,Providence,F,1,0,0,3,Chef,7/10,7/17,Data scientist,7/20,7/22,ML Engineer,9/12,9/20
2197,Columbia University,2.000000000000001,Bachelors,Boston,N/A,0,1,0,4,Bus Driver,12/21,1/22,N/A,N/A,N/A,N/A,N/A,N/A
2198,Columbia University,3.1000000000000014,Bachelors,Miami,F,0,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2199,Brown University,3.6000000000000023,Masters,Miami,F,1,0,0,0,ML Engineer,12/12,12/18,Senior SWE,9/14,9/21,Bus Driver,10/11,10/22
2200,Bentley University,2.500000000000001,Bachelors,Boston,M,0,1,1,1,Junior SWE,6/20,6/21,Senior SWE,10/14,10/22,Lawyer,5/14,5/15
2201,Bentley University,3.3000000000000016,Bachelors,Miami,M,0,1,N/A,1,Lawyer,11/17,11/18,Senior SWE,1/20,1/21,Chef,3/14,3/17
2202,Rhode Island School of Design,1.7000000000000004,Masters,New York City,N/A,0,1,N/A,4,ML Engineer,2/13,2/19,Lawyer,12/16,1/17,Lawyer,7/14,7/20
2203,Bentley University,3.1000000000000014,Masters,New York City,M,N/A,0,0,4,Junior SWE,1/10,1/14,Senior SWE,11/19,11/22,Data scientist,4/10,4/20
2204,Providence College,1.5000000000000002,Bachelors,Los Angeles,F,N/A,1,N/A,2,Bus Driver,11/11,11/21,Chef,9/12,9/21,Data scientist,7/11,9/11
2205,Bentley University,1.4000000000000001,Masters,Chicago,F,N/A,0,N/A,2,Senior SWE,1/12,1/20,Chef,7/22,12/22,Chef,6/16,6/21
2206,SUNY Binghamton University,2.9000000000000012,Masters,Boston,N/A,N/A,1,0,0,Chef,8/10,N/A,ML Engineer,2/12,2/21,Junior SWE,11/19,12/19
2207,Colgate University,2.200000000000001,Bachelors,Miami,F,N/A,1,1,0,ML Engineer,8/20,8/21,Lawyer,8/12,8/16,Junior SWE,2/13,2/20
2208,Brown University,2.1000000000000005,Masters,Miami,F,N/A,1,1,4,Lawyer,12/21,12/22,ML Engineer,11/21,12/21,Lawyer,10/12,10/18
2209,SUNY New Paltz,2.8000000000000016,Bachelors,Washington D.C.,N/A,1,0,0,3,Lawyer,9/23,N/A,Senior SWE,2/21,2/22,ML Engineer,1/10,1/18
2210,Colgate University,2.700000000000001,Bachelors,New York City,M,1,1,0,1,ML Engineer,10/12,10/18,Senior SWE,11/13,11/21,Bus Driver,1/12,1/16
2211,Colgate University,2.6000000000000014,Masters,Detroit,F,1,1,1,2,Junior SWE,6/20,6/21,Junior SWE,4/12,4/21,ML Engineer,10/16,10/22
2212,Columbia University,1.2,Bachelors,Miami,M,N/A,1,N/A,2,Bus Driver,2/13,2/22,Senior SWE,5/15,5/21,ML Engineer,3/12,3/20
2213,Brown University,2.3000000000000007,Phd,Boston,F,N/A,1,0,4,Bus Driver,2/18,2/21,Lawyer,5/20,5/21,Lawyer,10/18,10/22
2214,Providence College,2.8000000000000016,Phd,New York City,M,N/A,0,1,4,Data scientist,8/14,8/22,ML Engineer,8/23,12/23,ML Engineer,6/22,8/22
2215,Providence College,1.3,Bachelors,Chicago,M,1,1,N/A,4,Senior SWE,5/11,5/17,Lawyer,8/15,8/21,Chef,1/22,6/22
2216,Bentley University,1.9000000000000006,Bachelors,Chicago,F,N/A,0,1,2,Data scientist,12/22,1/23,Bus Driver,12/21,1/22,Junior SWE,3/21,3/22
2217,SUNY New Paltz,3.200000000000002,Bachelors,Boston,M,0,1,0,3,Data scientist,6/16,6/22,Senior SWE,9/23,12/23,Bus Driver,5/16,5/18
2218,Rhode Island School of Design,3.3000000000000016,Phd,Chicago,M,N/A,1,1,1,Lawyer,9/11,9/12,Bus Driver,3/18,3/22,Junior SWE,7/23,8/23
2219,Providence College,3.0000000000000018,Bachelors,Washington D.C.,N/A,N/A,1,0,2,Junior SWE,7/19,7/22,Junior SWE,11/10,11/12,Chef,5/13,5/17
2220,Bentley University,2.1000000000000005,Phd,Boston,N/A,N/A,0,N/A,0,Senior SWE,5/10,9/10,Chef,4/11,8/11,Bus Driver,8/16,8/18
2221,Brown University,2.8000000000000016,Phd,Washington D.C.,F,1,0,N/A,2,Senior SWE,6/20,N/A,Lawyer,5/18,5/22,Lawyer,10/10,10/20
2222,Providence College,1.8000000000000005,Bachelors,Miami,M,0,0,N/A,1,Bus Driver,10/22,11/22,Senior SWE,3/21,3/22,N/A,N/A,N/A
2223,Brown University,2.8000000000000016,Phd,Detroit,F,0,0,N/A,4,Senior SWE,1/21,7/21,Lawyer,7/17,7/18,Senior SWE,6/18,6/22
2224,Providence College,2.200000000000001,Phd,Providence,F,0,0,1,3,Bus Driver,2/21,2/22,N/A,N/A,N/A,N/A,N/A,N/A
2225,Bentley University,3.5000000000000018,Masters,Boston,N/A,1,0,0,3,Data scientist,11/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A
2226,SUNY New Paltz,3.0000000000000018,Phd,Chicago,M,N/A,1,1,1,Bus Driver,9/20,N/A,Junior SWE,8/19,8/21,Data scientist,12/18,12/22
2227,Brown University,2.000000000000001,Bachelors,New York City,F,N/A,0,0,4,Lawyer,12/16,12/18,Bus Driver,1/18,1/22,ML Engineer,10/13,10/17
2228,Colgate University,2.6000000000000014,Bachelors,Miami,N/A,1,1,0,1,Bus Driver,8/13,8/14,Junior SWE,9/14,9/17,Data scientist,4/18,4/19
2229,Rhode Island School of Design,1.4000000000000001,Bachelors,Detroit,F,N/A,1,1,1,ML Engineer,8/11,12/11,ML Engineer,10/22,12/22,ML Engineer,11/13,11/20
2230,Colgate University,3.6000000000000023,Bachelors,Detroit,M,N/A,0,1,4,ML Engineer,1/11,1/22,Senior SWE,6/20,11/20,Junior SWE,6/17,6/21
2231,Bentley University,3.3000000000000016,Bachelors,Los Angeles,N/A,1,1,0,2,Senior SWE,6/23,8/23,Chef,5/19,5/20,Senior SWE,2/20,2/21
2232,Providence College,1.9000000000000006,Masters,Chicago,F,1,1,0,0,ML Engineer,10/21,12/21,Chef,7/14,7/20,Junior SWE,6/22,11/22
2233,Colgate University,3.3000000000000016,Masters,Washington D.C.,M,0,1,N/A,1,Data scientist,3/14,3/20,N/A,N/A,N/A,N/A,N/A,N/A
2234,Rhode Island School of Design,3.400000000000002,Phd,Providence,F,0,0,0,4,Chef,5/10,5/17,Lawyer,5/14,5/19,Bus Driver,11/20,11/22
2235,SUNY Binghamton University,2.3000000000000007,Bachelors,Miami,N/A,1,0,0,4,ML Engineer,9/14,9/21,N/A,N/A,N/A,N/A,N/A,N/A
2236,Colgate University,3.3000000000000016,Phd,Washington D.C.,F,1,0,N/A,3,Data scientist,12/23,1/24,Bus Driver,2/20,2/21,Chef,2/21,2/22
2237,Columbia University,3.900000000000002,Masters,Miami,N/A,0,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2238,Providence College,1.4000000000000001,Phd,Providence,N/A,N/A,0,1,0,Senior SWE,4/19,4/21,Junior SWE,8/22,11/22,Chef,9/17,9/22
2239,SUNY Binghamton University,2.6000000000000014,Bachelors,Washington D.C.,F,1,0,N/A,4,Data scientist,12/13,12/21,Lawyer,9/15,9/17,ML Engineer,10/23,11/23
2240,Bentley University,1.2,Masters,Providence,N/A,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2241,SUNY New Paltz,2.8000000000000016,Bachelors,Chicago,F,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2242,Rhode Island School of Design,1.5000000000000002,Bachelors,Chicago,M,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2243,Brown University,2.9000000000000012,Bachelors,Boston,M,1,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2244,Rhode Island School of Design,1.7000000000000004,Phd,Miami,N/A,0,1,N/A,2,Lawyer,3/11,3/22,Data scientist,9/17,9/22,Senior SWE,4/17,4/22
2245,SUNY New Paltz,2.8000000000000016,Bachelors,Washington D.C.,M,N/A,1,N/A,1,Lawyer,10/10,10/21,Senior SWE,10/14,10/16,ML Engineer,7/20,8/20
2246,Columbia University,1.6000000000000003,Phd,New York City,M,1,1,0,0,Lawyer,11/20,11/22,Data scientist,9/18,9/22,Senior SWE,10/14,10/18
2247,Bentley University,2.1000000000000005,Masters,Washington D.C.,N/A,1,1,1,4,Lawyer,4/18,4/21,Data scientist,8/13,8/17,Lawyer,3/19,3/21
2248,SUNY New Paltz,3.400000000000002,Phd,New York City,F,0,0,N/A,4,Bus Driver,8/16,8/21,Senior SWE,10/13,10/14,Data scientist,6/17,6/22
2249,Brown University,2.200000000000001,Phd,Providence,M,1,0,0,0,Bus Driver,12/21,12/22,Bus Driver,7/14,7/16,ML Engineer,5/13,5/19
2250,Bentley University,2.700000000000001,Bachelors,Boston,F,0,1,1,4,Lawyer,1/14,1/16,Bus Driver,9/10,9/11,Chef,10/12,11/12
2251,SUNY Binghamton University,2.3000000000000007,Masters,Providence,N/A,N/A,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2252,Bentley University,3.400000000000002,Phd,New York City,F,N/A,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2253,Brown University,1.6000000000000003,Bachelors,Detroit,N/A,1,1,0,3,Lawyer,12/18,1/19,Lawyer,3/12,3/20,Lawyer,12/17,12/22
2254,Brown University,3.6000000000000023,Bachelors,Chicago,M,1,1,1,4,Data scientist,4/15,4/21,Data scientist,12/22,1/23,Lawyer,1/11,1/13
2255,Brown University,2.000000000000001,Masters,Detroit,F,N/A,1,N/A,1,Junior SWE,10/19,10/22,Lawyer,8/15,8/16,Data scientist,5/20,5/21
2256,Bentley University,2.8000000000000016,Bachelors,Chicago,N/A,1,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2257,Colgate University,1.2,Bachelors,Los Angeles,N/A,N/A,0,1,4,ML Engineer,5/23,9/23,Data scientist,5/20,5/21,Bus Driver,11/22,12/22
2258,Colgate University,1.9000000000000006,Phd,Detroit,N/A,1,1,N/A,4,Data scientist,10/12,10/21,Senior SWE,9/10,9/17,Senior SWE,3/19,7/19
2259,Bentley University,1.6000000000000003,Masters,Miami,F,0,0,N/A,1,Bus Driver,3/13,3/21,Senior SWE,2/23,6/23,Bus Driver,7/17,7/20
2260,Colgate University,1.7000000000000004,Bachelors,Chicago,N/A,1,0,N/A,2,Bus Driver,9/19,9/21,N/A,N/A,N/A,N/A,N/A,N/A
2261,Providence College,4.000000000000003,Phd,New York City,N/A,1,1,1,4,Senior SWE,1/11,1/13,Data scientist,7/23,8/23,Bus Driver,4/21,8/21
2262,SUNY Binghamton University,3.0000000000000018,Phd,New York City,M,N/A,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2263,Bentley University,3.1000000000000014,Bachelors,Providence,M,0,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2264,Brown University,3.700000000000002,Phd,Miami,M,1,1,N/A,0,Data scientist,9/18,12/18,Senior SWE,1/22,10/22,Chef,10/23,11/23
2265,SUNY New Paltz,3.1000000000000014,Bachelors,Washington D.C.,M,0,1,1,1,Chef,5/23,12/23,Lawyer,5/10,5/22,N/A,N/A,N/A
2266,Rhode Island School of Design,1.2,Phd,Miami,M,N/A,0,N/A,4,Junior SWE,4/20,5/20,N/A,N/A,N/A,N/A,N/A,N/A
2267,Brown University,3.3000000000000016,Bachelors,Chicago,N/A,1,1,N/A,0,Data scientist,2/10,2/15,Junior SWE,8/15,8/19,Senior SWE,7/14,9/14
2268,Rhode Island School of Design,3.900000000000002,Phd,Los Angeles,F,1,1,1,4,Chef,5/13,5/15,Data scientist,5/11,5/17,Bus Driver,1/22,8/22
2269,Bentley University,2.9000000000000012,Masters,Detroit,M,N/A,1,0,0,Chef,11/13,11/22,N/A,N/A,N/A,N/A,N/A,N/A
2270,Providence College,3.400000000000002,Bachelors,Boston,N/A,N/A,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2271,SUNY Binghamton University,3.200000000000002,Masters,New York City,N/A,1,0,N/A,4,Lawyer,6/19,N/A,ML Engineer,4/10,4/18,Chef,3/23,8/23
2272,Rhode Island School of Design,2.4000000000000012,Masters,New York City,M,1,1,1,0,ML Engineer,10/20,N/A,Bus Driver,1/12,1/16,Junior SWE,3/16,3/17
2273,Bentley University,2.6000000000000014,Masters,Los Angeles,F,1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2274,Brown University,1.9000000000000006,Bachelors,Chicago,N/A,0,0,N/A,2,Bus Driver,6/18,6/22,Data scientist,5/22,7/22,Data scientist,5/20,6/20
2275,SUNY New Paltz,2.000000000000001,Bachelors,Chicago,F,1,1,0,4,Lawyer,7/22,11/22,ML Engineer,6/13,6/15,Bus Driver,5/19,5/22
2276,Providence College,3.5000000000000018,Phd,Providence,N/A,N/A,0,0,1,Chef,3/21,3/22,ML Engineer,10/16,10/18,Bus Driver,2/10,2/14
2277,SUNY Binghamton University,2.1000000000000005,Phd,Providence,M,N/A,1,N/A,1,Bus Driver,7/11,7/16,Senior SWE,6/18,6/19,Bus Driver,10/11,10/20
2278,Columbia University,2.500000000000001,Bachelors,Chicago,F,N/A,0,1,1,Junior SWE,12/21,12/22,Senior SWE,12/20,12/22,Lawyer,4/18,11/18
2279,SUNY New Paltz,1.8000000000000005,Masters,Miami,N/A,N/A,1,0,4,ML Engineer,7/12,7/15,Chef,11/13,11/15,Data scientist,12/19,12/20
2280,Rhode Island School of Design,1.6000000000000003,Bachelors,Detroit,F,1,0,0,4,Junior SWE,1/22,11/22,Lawyer,12/17,12/22,ML Engineer,10/20,12/20
2281,Bentley University,3.900000000000002,Masters,New York City,F,0,1,1,1,Senior SWE,11/12,11/18,Data scientist,3/12,3/17,Data scientist,6/14,6/22
2282,Brown University,2.000000000000001,Masters,Chicago,F,1,0,1,1,Bus Driver,2/22,9/22,Bus Driver,1/16,1/18,Lawyer,4/23,7/23
2283,Providence College,1.6000000000000003,Masters,Providence,F,0,1,N/A,2,Senior SWE,6/20,N/A,ML Engineer,7/23,9/23,Lawyer,10/17,10/21
2284,Rhode Island School of Design,1.6000000000000003,Phd,Providence,N/A,N/A,1,N/A,4,Data scientist,5/17,5/20,Chef,9/13,9/22,Junior SWE,2/21,2/22
2285,Colgate University,2.6000000000000014,Bachelors,Chicago,F,0,1,N/A,0,Data scientist,12/11,12/22,Lawyer,6/15,6/21,Bus Driver,11/14,11/16
2286,SUNY New Paltz,2.6000000000000014,Bachelors,Miami,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2287,Colgate University,2.4000000000000012,Phd,Chicago,M,0,1,N/A,0,Junior SWE,12/10,12/22,ML Engineer,4/13,4/15,Chef,6/23,8/23
2288,Brown University,3.200000000000002,Bachelors,Detroit,F,0,0,1,2,Bus Driver,11/11,11/15,Bus Driver,1/10,1/19,Senior SWE,1/12,1/13
2289,SUNY New Paltz,3.0000000000000018,Phd,New York City,M,1,1,1,4,Lawyer,9/22,11/22,ML Engineer,7/21,7/22,Senior SWE,1/23,11/23
2290,SUNY New Paltz,3.5000000000000018,Phd,New York City,M,1,1,N/A,0,Senior SWE,10/11,10/13,Lawyer,3/19,3/20,Bus Driver,9/13,9/16
2291,Columbia University,1.3,Masters,Washington D.C.,N/A,N/A,0,N/A,4,ML Engineer,11/13,11/19,Bus Driver,6/23,12/23,Senior SWE,5/19,5/20
2292,Columbia University,1.6000000000000003,Phd,Miami,M,0,1,1,2,Junior SWE,8/16,8/21,Junior SWE,5/21,6/21,Data scientist,1/12,1/22
2293,Colgate University,2.6000000000000014,Phd,Boston,N/A,1,0,1,4,Bus Driver,9/14,9/18,Senior SWE,4/17,4/22,Data scientist,1/12,1/13
2294,Bentley University,1.5000000000000002,Phd,Detroit,M,N/A,0,N/A,1,Chef,10/15,10/20,Data scientist,3/19,9/19,Lawyer,1/21,1/22
2295,Rhode Island School of Design,4.000000000000003,Bachelors,Boston,M,0,1,N/A,0,Chef,3/19,3/20,ML Engineer,7/13,7/15,Lawyer,3/22,6/22
2296,Columbia University,1.4000000000000001,Masters,New York City,F,1,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2297,Rhode Island School of Design,2.500000000000001,Bachelors,Washington D.C.,M,1,1,N/A,1,Senior SWE,12/18,1/19,N/A,N/A,N/A,N/A,N/A,N/A
2298,SUNY Binghamton University,1.9000000000000006,Phd,Los Angeles,M,1,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2299,Bentley University,1.7000000000000004,Bachelors,Washington D.C.,M,1,0,1,3,Chef,7/17,N/A,Senior SWE,3/17,3/20,Chef,9/11,12/11
2300,SUNY Binghamton University,1.5000000000000002,Phd,Chicago,M,N/A,0,0,2,Senior SWE,3/13,4/13,Data scientist,3/23,10/23,Junior SWE,8/13,8/15
2301,Columbia University,3.3000000000000016,Phd,Los Angeles,M,0,0,N/A,0,Senior SWE,12/18,12/19,Chef,10/20,10/22,N/A,N/A,N/A
2302,Bentley University,2.200000000000001,Masters,Providence,F,0,0,0,4,Chef,11/13,11/22,Chef,8/15,12/15,Senior SWE,5/21,5/22
2303,Colgate University,3.3000000000000016,Masters,Los Angeles,N/A,1,1,0,4,Bus Driver,6/16,6/17,ML Engineer,9/12,9/15,N/A,N/A,N/A
